"listing_id","title","brand","condition","year","price_million_vnd","location","origin","color","fuel","engine_litre","transmission","seats","mileage_km","source_url"
"6946991","Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021","Hyundai","cũ","2021","875","Vĩnh Phúc","lắp ráp trong nước","đỏ","dầu","2.2","tự động","7","95000","https://bonbanh.com/oto/generic"
"6946973","Hyundai Creta Tiêu chuẩn 1.5 AT - 2023","Hyundai","cũ","2023","505","Đà Nẵng","nhập khẩu","đỏ","xăng","1.5","tự động","5","28000","https://bonbanh.com/oto/generic"
"6946956","VinFast VF7 Eco - 2026","VinFast","mới","2026","709","Hà Nội","lắp ráp trong nước","trắng","điện",,"tự động","5",,"https://bonbanh.com/oto/generic"
"6946953","VinFast VF7 Plus AWD - 2026","VinFast","mới","2026","845","Hà Nội","lắp ráp trong nước","trắng","điện",,"tự động","5",,"https://bonbanh.com/oto/generic"
"6946943","VinFast VF7 Eco - 2025","VinFast","cũ","2025","639","TP HCM","lắp ráp trong nước","đen","điện",,"tự động","5","21000","https://bonbanh.com/oto/generic"
"6946919","Mazda CX8 Premium - 2022","Mazda","cũ","2022","825","Hà Nội","lắp ráp trong nước","xanh","xăng","2.5","tự động","7","53000","https://bonbanh.com/oto/generic"
"6946892","Lexus LX 570 - 2021","Lexus","cũ","2021","6200","TP HCM","nhập khẩu","trắng","xăng","5.7","tự động","7",,"https://bonbanh.com/oto/generic"
"6946854","Lexus RX 350 F Sport - 2021","Lexus","cũ","2021","2999","TP HCM","nhập khẩu","xám","xăng","3.5","tự động","5","58200","https://bonbanh.com/oto/generic"
"6946833","BMW X1 sDrive20i Xline - 2026","BMW","mới","2026","1668","Hà Nội","nhập khẩu","đen","xăng","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6946735","Lexus LX 570 Super Sport - 2019","Lexus","cũ","2019","5999","Hà Nội","nhập khẩu","trắng","xăng","5.7","tự động","7","103000","https://bonbanh.com/oto/generic"
"6946688","Hyundai i10 1.2 AT - 2011","Hyundai","cũ","2011","158","TP HCM","nhập khẩu","đỏ","xăng","1.25","tự động","5","85000","https://bonbanh.com/oto/generic"
"6946685","LandRover Range Rover Autobiography LWB 3.0 I6 P400 - 2020","LandRover","cũ","2020","4999","Hà Nội","nhập khẩu","đen","hybrid","3","tự động","5","83000","https://bonbanh.com/oto/generic"
"6946671","Ford Ranger Raptor 2.0L 4x4 AT - 2024","Ford","cũ","2024","1085","TP HCM","nhập khẩu","ghi","dầu","2","tự động","5","46700","https://bonbanh.com/oto/generic"
"6946659","VinFast VF5 Plus - 2025","VinFast","cũ","2025","388","Hà Nội","lắp ráp trong nước","trắng","điện",,"tự động","5","17000","https://bonbanh.com/oto/generic"
"6946638","Mazda CX5 Premium 2.0 AT - 2023","Mazda","cũ","2023","725","TP HCM","lắp ráp trong nước","xanh","xăng","2","tự động","5","17000","https://bonbanh.com/oto/mazda"
"6946632","Kia Sedona 3.3 GAT Signature - 2020","Kia","cũ","2020","605","TP HCM","lắp ráp trong nước","đỏ","xăng","3.3","tự động","7","45000","https://bonbanh.com/oto/generic"
"6946620","Mazda CX5 Premium 2.0 AT - 2023","Mazda","cũ","2023","725","TP HCM","lắp ráp trong nước","xanh","xăng","2","tự động","5","17000","https://bonbanh.com/oto/generic"
"6946615","Kia Sportage Signature 1.6T AWD - 2023","Kia","cũ","2023","790","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.6","tự động","5","40000","https://bonbanh.com/oto/generic"
"6946595","Peugeot 2008 GT Line 1.2 AT - 2022","Peugeot","cũ","2022","515","Hà Nội","lắp ráp trong nước","đen","xăng","1.2","tự động","5","72000","https://bonbanh.com/oto/peugeot"
"6946590","Lexus GX 460 - 2015","Lexus","cũ","2015","1750","Hà Nội","nhập khẩu","trắng","xăng","4.6","tự động","7","120000","https://bonbanh.com/oto/generic"
"6946584","Lexus RX 350 - 2019","Lexus","cũ","2019","2290","Hà Nội","nhập khẩu","đỏ","xăng","3.5","tự động","5","68000","https://bonbanh.com/oto/generic"
"6946577","Lexus RX 350 - 2015","Lexus","cũ","2015","1750","Hà Nội","nhập khẩu","đen","xăng","3.5","tự động","5","110000","https://bonbanh.com/oto/generic"
"6946572","Toyota Camry 2.5 HEV Top - 2025","Toyota","cũ","2025","1395","Hà Nội","nhập khẩu","trắng","hybrid","2.5","tự động","5","22000","https://bonbanh.com/oto/generic"
"6946567","Ford Everest Titanium Plus 2.0L 4x4 AT - 2024","Ford","cũ","2024","1275","Hà Nội","nhập khẩu","đen","dầu","2","tự động","7","33000","https://bonbanh.com/oto/generic"
"6946551","Toyota Prado VX 2.7L - 2019","Toyota","cũ","2019","1780","Hà Nội","nhập khẩu","trắng","xăng","2.7","tự động","7","80000","https://bonbanh.com/oto/generic"
"6946509","VinFast Fadil Tiêu chuẩn 1.4 AT - 2022","VinFast","cũ","2022","310","Hà Nội","lắp ráp trong nước","trắng","xăng","1.4","tự động","5","50000","https://bonbanh.com/oto/generic"
"6946497","Peugeot 2008 GT Line 1.2 AT - 2021","Peugeot","cũ","2021","535","Hà Nội","lắp ráp trong nước","trắng","xăng","1.2","tự động","5","48000","https://bonbanh.com/oto/generic"
"6946489","MG 5 Luxury 1.5 AT - 2024","MG","cũ","2024","399","Hà Nội","nhập khẩu","đỏ","xăng","1.5","tự động","5","50000","https://bonbanh.com/oto/generic"
"6946477","Toyota Fortuner 2.7V 4x2 AT - 2018","Toyota","cũ","2018","665","Hà Nội","nhập khẩu","trắng","xăng","2.7","tự động","7",,"https://bonbanh.com/oto/generic"
"6946470","Peugeot 3008 Allure - 2025","Peugeot","cũ","2025","759","TP HCM","lắp ráp trong nước","đỏ","xăng","1.6","tự động","5","6700","https://bonbanh.com/oto/generic"
"6946448","Toyota Fortuner TRD Sportivo 4x4 AT - 2016","Toyota","cũ","2016","495","Hà Nội","lắp ráp trong nước","trắng","xăng","2.7","tự động","7","80000","https://bonbanh.com/oto/generic"
"6946444","LandRover Range Rover Evoque Dynamic - 2015","LandRover","cũ","2015","630","TP HCM","nhập khẩu","trắng","xăng","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6946438","Ford Ranger XLS 2.2L 4x2 AT - 2022","Ford","cũ","2022","535","TP HCM","lắp ráp trong nước","nâu","dầu","2.2","tự động","5","59000","https://bonbanh.com/oto/generic"
"6946408","Kia Optima 2.0 AT Luxury - 2020","Kia","cũ","2020","465","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","95680","https://bonbanh.com/oto/kia"
"6946403","Toyota Land Cruiser FJ 2.7L AT 4WD - 2026","Toyota","mới","2026","1210","Hà Nội","nhập khẩu","trắng","xăng","2.7","tự động","5",,"https://bonbanh.com/oto/generic"
"6946390","Mazda 3 1.5L Luxury - 2023","Mazda","cũ","2023","515","Lâm Đồng","lắp ráp trong nước","xám","xăng","1.5","tự động","5","45000","https://bonbanh.com/oto/generic"
"6946373","Toyota Wigo 1.2 AT - 2021","Toyota","cũ","2021","345","Hà Nội","nhập khẩu","hồng","xăng","1.2","tự động","5","28000","https://bonbanh.com/oto/generic"
"6946354","Mazda CX5 2.0 AT - 2017","Mazda","cũ","2017","519","TP HCM","lắp ráp trong nước","bạc","xăng","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6946307","Toyota Prado LC250 2.4L - 2025","Toyota","cũ","2025","3379","Hà Nội","nhập khẩu","đen","xăng","2.4","tự động","7","39000","https://bonbanh.com/oto/generic"
"6946267","Peugeot 2008 Active 1.2 AT - 2022","Peugeot","cũ","2022","470","Hà Nội","lắp ráp trong nước","trắng","xăng","1.2","tự động","5","90488","https://bonbanh.com/oto/generic"
"6946220","Mitsubishi Xpander Cross 1.5 AT - 2025","Mitsubishi","cũ","2025","598","TP HCM","nhập khẩu","xám","xăng","1.5","tự động","7","32000","https://bonbanh.com/oto/generic"
"6946218","Mitsubishi Xpander Cross 1.5 AT - 2021","Mitsubishi","cũ","2021","485","TP HCM","nhập khẩu","trắng","xăng","1.5","tự động","7","38000","https://bonbanh.com/oto/generic"
"6946211","Lexus LX 570 - 2015","Lexus","cũ","2015","4579","TP HCM","nhập khẩu","đen","xăng","5.7","tự động","7","54800","https://bonbanh.com/oto/generic"
"6946114","Hyundai SantaFe Hybrid 1.6 HTRAC - 2024","Hyundai","cũ","2024","1215","Hà Nội","lắp ráp trong nước","đen","hybrid","1.6","tự động","7","27000","https://bonbanh.com/oto/generic"
"6945999","Hyundai SantaFe Premium 2.2L HTRAC - 2020","Hyundai","cũ","2020","735","Hà Nội","lắp ráp trong nước","đỏ","dầu","2.2","tự động","7","89000","https://bonbanh.com/oto/generic"
"6945982","Ford Ranger Raptor 2.0L 4x4 AT - 2019","Ford","cũ","2019","845","TP HCM","nhập khẩu","đen","dầu","2","tự động","5","60000","https://bonbanh.com/oto/generic"
"6945951","BMW Z4 sDrive30i M Sport - 2021","BMW","cũ","2021","1989","Hà Nội","nhập khẩu","đỏ","xăng","2","tự động","2","35000","https://bonbanh.com/oto/generic"
"6945902","Hyundai Tucson 2.0 ATH - 2019","Hyundai","cũ","2019","559","TP HCM","lắp ráp trong nước","bạc","xăng","2","tự động","5","97000","https://bonbanh.com/oto/generic"
"6945886","Ford Transit Standard MID - 2013","Ford","cũ","2013","195","Hà Nội","lắp ráp trong nước","bạc","dầu","2.4","tay","16","250000","https://bonbanh.com/oto/ford"
"6945874","Honda Civic RS 1.5 AT - 2023","Honda","cũ","2023","739","TP HCM","nhập khẩu","đen","xăng","1.5","tự động","5","60000","https://bonbanh.com/oto/generic"
"6945858","MG ZS Standard 1.5 AT 2WD - 2024","MG","cũ","2024","399","TP HCM","nhập khẩu","đỏ","xăng","1.5","tự động","5","41000","https://bonbanh.com/oto/generic"
"6945848","Nissan Almera VL 1.0 CVT Cao cấp - 2023","Nissan","cũ","2023","419","TP HCM","nhập khẩu","ghi","xăng","1","tự động","5","28000","https://bonbanh.com/oto/generic"
"6945750","Mazda CX5 2.5 Signature Premium AWD I-Activ - 2019","Mazda","cũ","2019","558","Hà Nội","lắp ráp trong nước","xanh","xăng","2.5","tự động","5","83000","https://bonbanh.com/oto/generic"
"6945681","Volvo XC60 Ultra B5 AWD - 2025","Volvo","cũ","2025","2130","Hà Nội","nhập khẩu","trắng","hybrid","2","tự động","5","5000","https://bonbanh.com/oto/generic"
"6945678","VinFast VF6 Plus - 2025","VinFast","cũ","2025","568","Hà Nội","lắp ráp trong nước","xanh","điện",,"tự động","5","62000","https://bonbanh.com/oto/generic"
"6945584","Ford Ranger XLT 2.0L 4x4 AT - 2022","Ford","cũ","2022","625","Hà Nội","lắp ráp trong nước","trắng","dầu","2","tự động","5","65000","https://bonbanh.com/oto/generic"
"6945569","Toyota Veloz Cross 1.5 CVT - 2022","Toyota","cũ","2022","438","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","7","79000","https://bonbanh.com/oto/generic"
"6945549","Mercedes Benz GLC 200 4Matic - 2021","Mercedes","cũ","2021","1139","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","72000","https://bonbanh.com/oto/generic"
"6945530","MG 5 Standard 1.5 AT - 2025","MG","mới","2025","378","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6945527","Mitsubishi Xpander Cross 1.5 AT - 2021","Mitsubishi","cũ","2021","428","TP HCM","nhập khẩu","cam","xăng","1.5","tự động","7",,"https://bonbanh.com/oto/generic"
"6945526","Hyundai Accent 1.4 MT - 2023","Hyundai","cũ","2023","345","Bình Phước","lắp ráp trong nước","đỏ","xăng","1.4","tay","5","58000","https://bonbanh.com/oto/generic"
"6945525","MG 5 Standard 1.5 AT - 2025","MG","mới","2025","378","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6945523","MG 5 Standard 1.5 AT - 2025","MG","mới","2025","378","Hà Nội","nhập khẩu","đỏ","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6945521","MG 5 Standard 1.5 AT - 2025","MG","mới","2025","378","Hà Nội","nhập khẩu","đỏ","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6945517","MG 5 Standard 1.5 AT - 2025","MG","mới","2025","378","Hà Nội","nhập khẩu","đen","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6945516","Ford Fiesta S 1.0AT Ecoboost - 2016","Ford","cũ","2016","250","Bình Phước","lắp ráp trong nước","trắng","xăng","1","tự động","5","147000","https://bonbanh.com/oto/generic"
"6945512","MG 5 Standard 1.5 AT - 2025","MG","mới","2025","378","Hà Nội","nhập khẩu","đen","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6945505","MG HS 1.5T DEL - 2025","MG","mới","2025","480","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6945499","MG HS 1.5T LUX - 2025","MG","mới","2025","510","Hà Nội","nhập khẩu","xám","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6945496","MG HS 1.5T LUX - 2025","MG","mới","2025","515","Hà Nội","nhập khẩu","trắng","xăng","1.5","tự động","5",,"https://bonbanh.com/oto/generic"
"6945490","Toyota Veloz Cross 1.5 CVT - 2022","Toyota","cũ","2022","435","Đăk Lăk","nhập khẩu","đỏ","xăng","1.5","tự động","7","78000","https://bonbanh.com/oto/generic"
"6945485","Ford Ranger Wildtrak 2.0L 4x4 AT - 2019","Ford","cũ","2019","515","Đăk Lăk","nhập khẩu","bạc","dầu","2","tự động","5","98000","https://bonbanh.com/oto/generic"
"6945482","Honda HRV L - 2019","Honda","cũ","2019","470","Đăk Lăk","nhập khẩu","bạc","xăng","1.8","tự động","5",,"https://bonbanh.com/oto/generic"
"6945474","Mazda 6 Luxury 2.0 AT - 2019","Mazda","cũ","2019","490","Đăk Lăk","lắp ráp trong nước","trắng","xăng","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6945450","Kia Sportage Signature 2.0D - 2022","Kia","cũ","2022","739","TP HCM","lắp ráp trong nước","đen","dầu","2","tự động","5","91000","https://bonbanh.com/oto/generic"
"6945427","Toyota Veloz Cross Top 1.5 CVT - 2025","Toyota","cũ","2025","585","TP HCM","lắp ráp trong nước","trắng","xăng","1.5","tự động","7","3000","https://bonbanh.com/oto/generic"
"6945420","MG G50 1.5 MT Com - 2025","MG","mới","2025","395","Hà Nội","nhập khẩu","bạc","xăng","1.5","tay","8",,"https://bonbanh.com/oto/generic"
"6945400","Porsche Macan 2.0 - 2018","Porsche","cũ","2018","1899","Hà Nội","nhập khẩu","đen","xăng","2","tự động","5","80000","https://bonbanh.com/oto/generic"
"6945378","Toyota Innova V - 2010","Toyota","cũ","2010","248","TP HCM","lắp ráp trong nước","bạc","xăng","2","tự động","8",,"https://bonbanh.com/oto/generic"
"6945359","Hyundai i10 Grand 1.2 MT Base - 2019","Hyundai","cũ","2019","168","TP HCM","lắp ráp trong nước","trắng","xăng","1.2","tay","5",,"https://bonbanh.com/oto/generic"
"6945326","Ford Ranger XLS 2.2L 4x2 AT - 2021","Ford","cũ","2021","480","Hà Nội","nhập khẩu","đỏ","dầu","2.2","tự động","5","52000","https://bonbanh.com/oto/generic"
"6945319","Ford Ranger XLS 2.0L 4x2 AT - 2024","Ford","cũ","2024","595","Đồng Nai","lắp ráp trong nước","đỏ","dầu","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6945305","Ford Ranger XLS 2.0L 4x4 AT - 2023","Ford","cũ","2023","598","Đồng Nai","lắp ráp trong nước","đen","dầu","2","tự động","5","50000","https://bonbanh.com/oto/generic"
"6945277","Toyota Prado VX 2.7L - 2019","Toyota","cũ","2019","1890","Hà Nội","nhập khẩu","trắng","xăng","2.7","tự động","7",,"https://bonbanh.com/oto/generic"
"6945274","Ford Ranger Wildtrak 3.2L 4x4 AT - 2017","Ford","cũ","2017","548","Đồng Nai","nhập khẩu","trắng","dầu","3.2","tự động","5","70000","https://bonbanh.com/oto/generic"
"6945273","Lexus LX 570 - 2019","Lexus","cũ","2019","5990","Hà Nội","nhập khẩu","đen","xăng","5.7","tự động","7","130000","https://bonbanh.com/oto/generic"
"6945253","Ford Everest Titanium 2.0L 4x2 AT - 2023","Ford","cũ","2023","1069","Hà Nội","nhập khẩu","trắng","dầu","2","tự động","7","40000","https://bonbanh.com/oto/generic"
"6945205","MG 5 Luxury 1.5 AT - 2023","MG","cũ","2023","375","Hà Nội","nhập khẩu","đen","xăng","1.5","tự động","5","18000","https://bonbanh.com/oto/generic"
"6945196","Mercedes Benz C class C200 Exclusive - 2021","Mercedes","cũ","2021","939","TP HCM","lắp ráp trong nước","trắng","xăng","2","tự động","5",,"https://bonbanh.com/oto/generic"
"6945181","Nissan X trail 2.5 SV 4WD - 2017","Nissan","cũ","2017","460","TP HCM","lắp ráp trong nước","trắng","xăng","2.5","tự động","7","40000","https://bonbanh.com/oto/generic"
"6945171","Ford Ranger XLS 2.2L 4x2 AT - 2017","Ford","cũ","2017","379","Đồng Nai","nhập khẩu","xanh","dầu","2.2","tự động","5","90000","https://bonbanh.com/oto/generic"
"6945166","Honda Civic 1.8 E - 2018","Honda","cũ","2018","459","TP HCM","nhập khẩu","trắng","xăng","1.8","tự động","5","92000","https://bonbanh.com/oto/generic"
"6945154","Ford Ranger XLS 2.2L 4x2 AT - 2017","Ford","cũ","2017","379","Đồng Nai","nhập khẩu","xanh","dầu","2.2","tự động","5","90000","https://bonbanh.com/oto/generic"
"6945153","Toyota Innova 2.0E - 2019","Toyota","cũ","2019","425","TP HCM","lắp ráp trong nước","đồng","xăng","2","tay","8","101268","https://bonbanh.com/oto/generic"
"6945103","Toyota Corolla Cross 1.8V - 2022","Toyota","cũ","2022","660","TP HCM","nhập khẩu","đen","xăng","1.8","tự động","5","44847","https://bonbanh.com/oto/generic"
"6945096","Audi Q2 1.4 TFSI - 2019","Audi","cũ","2019","749","TP HCM","nhập khẩu","trắng","xăng","1.4","tự động","5",,"https://bonbanh.com/oto/generic"
"6945086","Mitsubishi Attrage 1.2 MT - 2022","Mitsubishi","cũ","2022","230","Thừa Thiên Huế","nhập khẩu","bạc","xăng","1.2","tay","5","70000","https://bonbanh.com/oto/generic"
"6945085","BMW Z4 sDrive30i M Sport - 2021","BMW","cũ","2021","1988","TP HCM","nhập khẩu","đỏ","xăng","2","tự động","2","21000","https://bonbanh.com/oto/generic"
"6945082","Toyota Veloz Cross Top 1.5 CVT - 2022","Toyota","cũ","2022","455","TP HCM","nhập khẩu","bạc","xăng","1.5","tự động","7","45000","https://bonbanh.com/oto/generic"
"6945073","Porsche Cayenne 3.0 V6 - 2021","Porsche","cũ","2021","4199","TP HCM","nhập khẩu","đen","xăng","3","tự động","5","27000","https://bonbanh.com/oto/generic"
"6945039","Kia Cerato 1.6 AT - 2018","Kia","cũ","2018","370","Bắc Giang","lắp ráp trong nước","đen","xăng","1.6","tự động","5","10","https://bonbanh.com/oto/generic"
"6944932","Mazda 6 2.0 AT - 2015","Mazda","cũ","2015","369","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","70000","https://bonbanh.com/oto/generic"
"6944909","Mitsubishi Xpander 1.5 MT - 2022","Mitsubishi","cũ","2022","360","Hà Nội","lắp ráp trong nước","đen","xăng","1.5","tay","7","85536","https://bonbanh.com/oto/generic"
"6944853","Volkswagen Viloran Luxury - 2024","Volkswagen","cũ","2024","1790","Hà Nội","nhập khẩu","vàng","xăng","2","tự động","7","60000","https://bonbanh.com/oto/generic"
"6944838","Mercedes Benz GLC 300 4Matic - 2021","Mercedes","cũ","2021","1479","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","40000","https://bonbanh.com/oto/generic"
"6944834","Kia Seltos Luxury 1.4 AT - 2021","Kia","cũ","2021","465","Hà Nội","lắp ráp trong nước","cam","xăng","1.4","tự động","5","49158","https://bonbanh.com/oto/generic"
"6944824","Mercedes Benz C class C250 Exclusive - 2015","Mercedes","cũ","2015","465","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","90000","https://bonbanh.com/oto/generic"
"6944820","Honda CRV L - 2019","Honda","cũ","2019","655","Hà Nội","nhập khẩu","đen","xăng","1.5","tự động","7",,"https://bonbanh.com/oto/generic"
"6944806","Mercedes Benz GLC 200 4Matic - 2021","Mercedes","cũ","2021","1289","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","50000","https://bonbanh.com/oto/generic"
"6944772","Ford Ranger XLS 2.2L 4x2 AT - 2016","Ford","cũ","2016","320","Bắc Ninh","nhập khẩu","xanh","dầu","2.2","tự động","5","160000","https://bonbanh.com/oto/generic"
"6944764","Ford Territory Titanium X 1.5 AT - 2025","Ford","cũ","2025","818","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","19000","https://bonbanh.com/oto/generic"
"6944739","Mitsubishi Xpander Cross 1.5 AT - 2022","Mitsubishi","cũ","2022","479","Bình Dương","nhập khẩu","đen","xăng","1.5","tự động","7","67000","https://bonbanh.com/oto/generic"
"6944737","Kia Sonet Deluxe 1.5 AT - 2024","Kia","cũ","2024","448","Bình Dương","lắp ráp trong nước","xám","xăng","1.5","tự động","5","22000","https://bonbanh.com/oto/generic"
"6944716","Kia Cerato 1.6 AT Deluxe - 2019","Kia","cũ","2019","395","Hải Phòng","lắp ráp trong nước","đen","xăng","1.6","tự động","5","59000","https://bonbanh.com/oto/generic"
"6944705","Mitsubishi Outlander Sport 2.0 CVT Premium - 2014","Mitsubishi","cũ","2014","330","Hà Nội","nhập khẩu","trắng","xăng","2","tự động","5","120000","https://bonbanh.com/oto/generic"
"6944700","Hyundai Avante 1.6 AT - 2014","Hyundai","cũ","2014","245","Hà Nội","lắp ráp trong nước","đen","xăng","1.6","tự động","5","65886","https://bonbanh.com/oto/generic"
"6944694","Toyota Innova Cross 2.0V CVT - 2025","Toyota","cũ","2025","825","Hà Nội","nhập khẩu","ghi","xăng","2","tự động","8","10000","https://bonbanh.com/oto/generic"
"6944683","BMW Z4 sDrive30i M Sport - 2021","BMW","cũ","2021","1989","TP HCM","nhập khẩu","đỏ","xăng","2","tự động","2","35000","https://bonbanh.com/oto/generic"
"6944681","Kia Morning Si AT - 2015","Kia","cũ","2015","199","Bình Dương","lắp ráp trong nước","trắng","xăng","1.25","tự động","5",,"https://bonbanh.com/oto/generic"
"6944678","LandRover Range Rover Autobiography 5.0 SCV8 - 2013","LandRover","cũ","2013","1488","Hà Nội","nhập khẩu","đen","xăng","5","tự động","4","120000","https://bonbanh.com/oto/generic"
"6944677","Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021","Hyundai","cũ","2021","939","Bình Dương","lắp ráp trong nước","đỏ","dầu","2.2","tự động","7","80000","https://bonbanh.com/oto/generic"
"6944666","VinFast Lux A 2.0 Tiêu chuẩn - 2022","VinFast","cũ","2022","485","Hà Nội","lắp ráp trong nước","đen","xăng","2","tự động","5","40000","https://bonbanh.com/oto/generic"
"6944651","Kia Sorento Signature 2.2 AT AWD - 2022","Kia","cũ","2022","899","Hà Nội","lắp ráp trong nước","đỏ","dầu","2.2","tự động","7","13000","https://bonbanh.com/oto/generic"
"6944635","Kia Sonet Premium 1.5 AT - 2024","Kia","cũ","2024","525","Hà Nội","lắp ráp trong nước","trắng","xăng","1.5","tự động","5","34000","https://bonbanh.com/oto/generic"
"6944615","Kia K5 Premium 2.0 AT - 2024","Kia","cũ","2024","789","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","19000","https://bonbanh.com/oto/generic"
"6944573","Toyota Fortuner Legender 2.4L 4x2 AT - 2022","Toyota","cũ","2022","950","TP HCM","lắp ráp trong nước","đen","dầu","2.4","tự động","7","80320","https://bonbanh.com/oto/generic"
"6944565","Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022","Hyundai","cũ","2022","945","Hà Nội","lắp ráp trong nước","trắng","xăng","2.5","tự động","7","69000","https://bonbanh.com/oto/generic"
"6944564","Toyota Wigo G 1.2 AT - 2024","Toyota","cũ","2024","385","TP HCM","nhập khẩu","đỏ","xăng","1.2","tự động","5","11000","https://bonbanh.com/oto/generic"
"6944503","Mazda CX5 2.5 AT AWD - 2018","Mazda","cũ","2018","555","Hà Nội","lắp ráp trong nước","trắng","xăng","2.5","tự động","5","90000","https://bonbanh.com/oto/generic"
"6944467","Hyundai Accent 1.4 ATH - 2019","Hyundai","cũ","2019","355","Đăk Lăk","lắp ráp trong nước","đỏ","xăng","1.4","tự động","5","44000","https://bonbanh.com/oto/generic"
"6944391","Hyundai Tucson 2.0 AT Đặc biệt - 2022","Hyundai","cũ","2022","680","Hà Nội","lắp ráp trong nước","đen","xăng","2","tự động","5","56000","https://bonbanh.com/oto/generic"
"6944390","Mazda CX5 Luxury 2.0 AT - 2022","Mazda","cũ","2022","640","Hà Nội","lắp ráp trong nước","đỏ","xăng","2","tự động","5","51000","https://bonbanh.com/oto/generic"
"6944389","Hyundai Tucson 2.0 AT Tiêu chuẩn - 2022","Hyundai","cũ","2022","640","Hà Nội","lắp ráp trong nước","đen","xăng","2","tự động","5","45000","https://bonbanh.com/oto/generic"
"6944387","VinFast VF8 Plus AWD - 2025","VinFast","cũ","2025","888","Thái Bình","lắp ráp trong nước","trắng","điện",,"tự động","5","20000","https://bonbanh.com/oto/generic"
"6944320","Honda CRV L - 2019","Honda","cũ","2019","650","Hưng Yên","nhập khẩu","đen","xăng","1.5","tự động","7","83000","https://bonbanh.com/oto/generic"
"6944315","Kia K3 Premium 2.0 AT - 2022","Kia","cũ","2022","485","Hưng Yên","lắp ráp trong nước","đỏ","xăng","2","tự động","5","91000","https://bonbanh.com/oto/generic"
"6944288","Toyota Sienna Limited 3.5 - 2017","Toyota","cũ","2017","1580","TP HCM","nhập khẩu","cát","xăng","3.5","tự động","7","78000","https://bonbanh.com/oto/generic"
"6943970","Hyundai Accent 1.4 AT Đặc Biệt - 2022","Hyundai","cũ","2022","420","Nghệ An","lắp ráp trong nước","đen","xăng","1.4","tự động","5","11000","https://bonbanh.com/oto/generic"
"6943912","Honda CRV 2.0 AT - 2014","Honda","cũ","2014","375","Hà Nội","lắp ráp trong nước","cát","xăng","2","tự động","5","120000","https://bonbanh.com/oto/generic"
"6943858","Hyundai i10 Grand 1.2 MT Base - 2017","Hyundai","cũ","2017","135","Hà Nội","lắp ráp trong nước","trắng","xăng","1.2","tay","5",,"https://bonbanh.com/oto/generic"
"6943843","Cadillac Escalade ESV Premium - 2014","Cadillac","cũ","2014","1950","Hà Nội","nhập khẩu","trắng","xăng","6.2","tự động","7","100000","https://bonbanh.com/oto/generic"
"6943797","Mercedes Benz GLC 250 4Matic - 2017","Mercedes","cũ","2017","699","Hà Nội","lắp ráp trong nước","đỏ","xăng","2","tự động","5","108000","https://bonbanh.com/oto/generic"
"6943742","Mitsubishi Grandis 2.4 AT - 2005","Mitsubishi","cũ","2005","150","Hà Nội","lắp ráp trong nước","bạc","xăng","2.4","tự động","7","163268","https://bonbanh.com/oto/generic"
"6943732","Kia Cerato 2.0 AT Premium - 2020","Kia","cũ","2020","438","TP HCM","lắp ráp trong nước","đen","xăng","2","tự động","5","60000","https://bonbanh.com/oto/generic"
"6943659","Kia Rondo DAT - 2016","Kia","cũ","2016","320","Hà Nội","lắp ráp trong nước","xanh","dầu","1.7","tự động","7","140000","https://bonbanh.com/oto/generic"
"6943570","Mazda CX5 Premium 2.0 AT - 2025","Mazda","cũ","2025","785","Hà Nội","lắp ráp trong nước","trắng","xăng","2","tự động","5","9800","https://bonbanh.com/oto/generic"
"6943561","Mazda 3 1.5L Luxury - 2026","Mazda","cũ","2026","620","Hà Nội","lắp ráp trong nước","đỏ","xăng","1.5","tự động","5","2000","https://bonbanh.com/oto/generic"
